Id,Locale,Question,Categories,Question type,Answer type,Selector type,vertical_options subtypes,two_horizontal_options subtypes,A,B,C,D
459,RU,"После вечеринки другие, вероятно, скажут, что ты...",Introversion/Extraversion,message,message,two_horizontal_options,,Detailed,Разговариваешь слишком много,В основном молчишь и случаешь других,,
,EN,"After the party, others will probably say that you...",Introversion/Extraversion,message,message,two_horizontal_options,,Detailed,Talking too much,Keep quiet and listen to others,,
460,RU,Какое утверждение тебя лучше характеризует?,Elements,message,message,two_horizontal_options,,Detailed,В общении я воспринимаю все за чистую монету,В общении я постоянно ищу скрытые мотивы,,
,EN,Which statement describes you best?,Elements,message,message,two_horizontal_options,,Detailed,I take everything at face value,I'm constantly looking for hidden motives,,
461,RU,"Больше всего тебя раздражает, когда люди...",Rational/Irrational,message,message,two_horizontal_options,,Detailed,Не могут действовать организованно и собранно,Слишком консервативные и лишены спонтанности,,
,EN,What annoys you the most is when people...,Rational/Irrational,message,message,two_horizontal_options,,Detailed,Can't act in organized and collected,"Too conservative, lacking spontaneity",,
462,RU,Какой тип учителя раздражает тебя больше?,Rational/Irrational,message,message,two_horizontal_options,,Detailed," Учитель, который абстрактно рассуждает","Учитель, который слишком рациональный",,
,EN,What type of teacher annoys you more?,Rational/Irrational,message,message,two_horizontal_options,,Detailed,The teacher who talks abstractly,A teacher who is too rational,,
463,RU,Ты веришь в равенство между людьми?,Priorities,message,message,two_horizontal_options,,Detailed,Все люди равны,Существует социальная разница между людьми,,
,EN,Do you believe in equality between people?,Priorities,message,message,two_horizontal_options,,Detailed,All people are equal,There is a social difference between people,,
464,RU,"Ты признаёшь свои ошибки, чтобы учиться на них?",Priorities,message,message,two_horizontal_options,,Yes/No,Да,Нет,,
,EN,Do you admit your mistakes and learn from them?,Priorities,message,message,two_horizontal_options,,Yes/No,Yes,No,,
465,RU,"У тебя есть чёткое понимание, куда ты хочешь идти по жизни?",Priorities,message,message,vertical_options,regular,,Да,Нет,Затрудняюсь ответить,
,EN,Do you have a clear idea of where you want to go in life?,Priorities,message,message,vertical_options,regular,,Yes,No,Difficult to answer,
466,RU,"По твоему мнению, у тебя есть инстинкт самосохранения (физический и моральный)?",Priorities,message,message,two_horizontal_options,,Detailed,"Да, я оберегаю себя от опасностей","Нет, иногда я подвергаю себя сильной опасности",,
,EN,"In your opinion, do you have a self-preservation instinct (physical and moral)?",Priorities,message,message,two_horizontal_options,,Detailed,"Yes, I protect myself from danger",Sometimes I put myself in danger,,
467,RU,Обычно ты не тратишь много времени на безделье?,Elements,message,message,two_horizontal_options,,Yes/No,Да,Нет,,
,EN,Are you very active and don't spend a lot of time doing nothing?,Elements,message,message,two_horizontal_options,,Yes/No,Yes,No,,
468,RU,"Ты можешь манипулировать и влиять на других, когда того требует ситуация?",Relations,message,message,vertical_options,regular,,"Да, часто прибегаю к психологическим манёврам","Бывает, но редко","Нет, я не люблю манипуляции",Затрудняюсь ответить
,EN,Can you manipulate and influence others when the situation calls for it?,Relations,message,message,vertical_options,regular,,"Yes, I often resort to psychological maneuvers",Happens but rarely,"No, sometimes I put myself in great danger",Difficult to answer
469,RU,"Ты ищешь мести, когда тебя обидели?",Priorities,message,message,vertical_options,regular,,Да,Нет,"Бывает, но не всегда",
,EN,Are you looking for revenge when you've been wronged?,Priorities,message,message,vertical_options,regular,,Yes,No,"Sometimes, but not always",
470,RU,Ты часто используешь абстрактные и сложные слова в своем письме и речи?,Rational/Irrational,message,message,two_horizontal_options,,Yes/No,Да,Нет,,
,EN,Do you often use abstract and complex words in your writing and speech?,Rational/Irrational,message,message,two_horizontal_options,,Yes/No,Yes,No,,
471,RU,Ты предпочитаешь быть одним из команды или командовать?,Priorities,message,message,two_horizontal_options,,,Быть наравне с другими в команде,Быть руководителем,,
,EN,Do you prefer being one of your teammates or being in charge?,Priorities,message,message,two_horizontal_options,,,Be on a team,Be a leader,,
472,RU,"Ты стремишься быть тем, кто распространяет энтузиазм среди друзей, коллег и близких?",Priorities,message,message,two_horizontal_options,,Yes/No,Да,Нет,,
,EN,"Do you aspire to be the one who spreads enthusiasm among friends, colleagues and loved ones?",Priorities,message,message,two_horizontal_options,,Yes/No,Yes,No,,
473,RU,Ты любишь получать комплименты?,Priorities,message,message,vertical_options,regular,,"Да, я обожаю слышать приятные слова в свой адрес","Меня смущают комплименты, и я чувствую себя неловко","Нет, я не люблю это",Затрудняюсь ответить
,EN,Do you love getting compliments?,Priorities,message,message,vertical_options,regular,,"Yes, I love to hear nice words addressed to me",I'm embarrassed by compliments ,No I don't like it,Difficult to answer
474,Ru ,Тебе комфортно на руководящих должностях?,Priorities,message,message,two_horizontal_options,,Yes/No,Да,Нет,,
,EN,Are you comfortable in leadership positions?,Priorities,message,message,two_horizontal_options,,Yes/No,Yes,No,,
475,RU,Для тебя важны семейные традиции?,Elements,message,message,vertical_options,regular,,"Да, очень",50/50,Нет,Затрудняюсь ответить
,EN,Are family traditions important to you?,Elements,message,message,vertical_options,regular,,"Yes,very much",50/50,No,Difficult to answer
476,RU,"Как ты считаешь, у тебя пытливый ум?",Elements,message,message,two_horizontal_options,,Yes/No,"Да, я очень любопытный человек","Нет, я не могу так сказать о себе",,
,EN,Do you think you have an inquisitive mind?,Elements,message,message,two_horizontal_options,,Yes/No,"Yes, I am a very curious person","No, I can't say that about myself",,
477,RU,"Ты часто ловишь себя на том, что мечтаешь или теряешься в своем собственном мире?",Elements,message,message,two_horizontal_options,,,"Да, я прирождённый мечтатель",Нет,,
,EN,Do you often find yourself daydreaming or getting lost in your own world?,Elements,message,message,two_horizontal_options,,,"Yes, I'm a born dreamer",No,,
478,RU,"Ты подходишь к решению проблем, следуя своей интуиции?",Rational/Irrational,message,message,two_horizontal_options,,Yes/No,Да,Нет,,
,EN,Do you solve problem by following your intuition?,Rational/Irrational,message,message,two_horizontal_options,,Yes/No,Yes,No,,
479,RU,"Ты находишься вне дома без зонта. Начался дождь, и ты промок. Расстроишься?",Priorities,message,message,two_horizontal_options,,Detailed,"Нет, я всегда мыслю позитивно","Да, меня будет раздражать погода",,
,EN,You are out of the house without an umbrella. It started to rain and you got wet. Are you upset?,Priorities,message,message,two_horizontal_options,,Detailed,"No, I always think positively","Yes, the weather will annoy me",,
480,RU,Победа важна для тебя?,Elements,message,message,vertical_options,regular,,"Да, я сделаю всё, чтобы одержать победу",50/50,"Нет, победа для меня не так важна",Затрудняюсь ответить
,EN,Is winning important to you?,Elements,message,message,vertical_options,regular,,"Yes, I'll do anything to win",50/50,"No, winning is not much important for me",Difficult to answer
481,RU,Тебя легко заставить чувствовать беспокойство?,Elements,message,message,two_horizontal_options,,Yes/No,Да,Нет,,
,EN,Is it easy to make you feel anxious?,Elements,message,message,two_horizontal_options,,Yes/No,Yes,No,,
482,RU,Ты готов посвятить всего себя отношениям?,Priorities,message,message,two_horizontal_options,,Yes/No,Да,Нет,,
,EN,Are you ready to commit to your relationship?,Priorities,message,message,two_horizontal_options,,Yes/No,Yes,No,,
483,RU,"Тебя часто называют чутким, внимательным и вежливым человеком?",Priorities,message,message,two_horizontal_options,,Yes/No,Да,Нет,,
,EN,"Are you often described as a sensitive, attentive and polite person?",Priorities,message,message,two_horizontal_options,,Yes/No,Yes,No,,
484,RU,Боишься высоты?,Priorities,message,message,vertical_options,regular,,Очень!,Зависит от высоты,Нет,
,EN,Are you afraid of heights?,Priorities,message,message,vertical_options,regular,,Very much!,Depend on height,No,
485,RU,Ты ладишь с кошками?,Interests,message,message,vertical_options,regular,,"Нет, не очень люблю животных","Они милые, но без фанатизма","Конечно, я кошатник!",
,EN,Do you get along with cats?,Interests,message,message,vertical_options,regular,,"No, I don't really like animals",They are cute but without fanaticism,Of course I'm a cat person!,
486,RU,"Бывает, что ты заранее знаешь, что случится?",Rational/Irrational,message,message,vertical_options,regular,,"Да, я вижу развитие событий наперёд",Иногда,Нет,Затрудняюсь ответить
,EN,Does it happen that you already know what will happen?,Rational/Irrational,message,message,vertical_options,regular,,"Yes, I see the development of events in advance",Sometimes,No,Difficult to answer
487,RU,Ты веришь в приметы?,Rational/Irrational,message,message,two_horizontal_options,,Yes/No,Да,"Нет, это чушь",,
,EN,Do you believe in omens?,Rational/Irrational,message,message,two_horizontal_options,,Yes/No,Yes,No it's nonsense,,
488,RU,Главное в субботу - это...,Priorities,message,message,vertical_options,regular,,Привести себя в порядок и выйти к людям,Как следует поспать,Навести суету,Сделать кучу дел
,EN,Main in saturday is...,Priorities,message,message,vertical_options,regular,,Clean up and meet with people,Sleep too much,Make a fuss,Do a lot of things
489,RU,Как ты решаешь проблемы?,Priorities,message,message,vertical_options,regular,,Включаю логику и составляю план действий,Изощрёнными способами,"Жду, когда они разрешатся сами",Обращаюсь за помощью
,EN,How do you solve problems?,Priorities,message,message,vertical_options,regular,,I turn on the logic and draw up an action plan,In sophisticated ways,Waiting for them to resolve themselves,I'm asking for help
490,RU,У тебя дома всегда...,Priorities,message,message,vertical_options,regular,,Чистота и порядок,"Холодно, как в склепе",Есть много еды,Бардак
,EN,At your home aiways...,Priorities,message,message,vertical_options,regular,,Cleanliness and tidiness,"Cold, like in a crypt",A lot of food,Mess
491,RU,"Выбери черту характера, которую ты в себе любишь",Priorities,message,message,vertical_options,regular,,Коммуникабельность,Целеустремленность,Уравновешенность,Чуткость
,EN,Choose a character that you love in yourself,Priorities,message,message,vertical_options,regular,,Society,Determination,Equilibrium,Sensitivity
492,RU,Ты следишь за своей фигурой?,Priorities,message,message,vertical_options,regular,,"Регулярно хожу на тренировки, но только чтобы сбросить напряжение","Веду дневник питания, занимаюсь спортом и регулярно взвешиваюсь","Да, но без одержимости, йога и бассейн — лучшее для меня",Нет
,EN,Do you keep fit?,Priorities,message,message,vertical_options,regular,,"I regularly go training, but only to relax","Keep a diet, I play sports and regularly weigh","Yes, but without obsession, yoga and pool are the best for me",No
493,RU,Как выглядит твой идеальный летний отпуск?,Interests,message,message,vertical_options,regular,,Размеренный отдых со всеми удобствами,Йога-тур высоко в горах,Путешествие автостопом с друзьями,Экскурсионный тур по древним городам
,EN,What does your perfect summer vacation look like?,Interests,message,message,vertical_options,regular,,Measured rest with comfort,Yoga-tour high in the mountains,Traveling Hitchhiking with Friends,Excursion tour of ancient cities
494,RU,Что в человеке тебя может оттолкнуть?,Relations,message,message,vertical_options,regular,,Грубость,Нерасторопность,Тяга к вредным привычкам,Лень
,EN,What can you push you away in a person?,Relations,message,message,vertical_options,regular,,Coarseness,Sluggishness,Craving for bad habits,Laziness
495,RU,Как ты относишься к дружбе?,Priorities,message,message,vertical_options,regular,,"У меня много друзей, я стараюсь уделять внимание всем и каждому",У меня определённый круг близких друзей,"Я не сразу открываюсь человеку, поэтому долго выбираю друзей","Я быстро завожу новых друзей, но так же быстро теряю к ним интерес"
,EN,How do you feel about friendship?,Priorities,message,message,vertical_options,regular,,"Have many friends, try to pay attention to everyone ",I have a certain circle of close friends,"I don’t immediately open, so I choose friends for a long time","I quickly conquer new friends, but I also quickly lose interest "
496,RU,Твой коллега устал и жалуется на головную боль начальству. Что думаешь на этот счет?,Priorities,message,message,vertical_options,regular,,"Сочувствую, головная боль - это неприятно",Ну и нытик,"Закатываю глаза Точно врет, чтобы уйти пораньше",Затрудняюсь ответить
,EN,Your colleague is tired and complains about a headache to the authorities. What do you think about this?,Priorities,message,message,vertical_options,regular,,"I sympathize, headache is unpleasant","Well, a whiner",I roll my eyes Definitely lies to leave early,Difficult to answer
497,RU,Правила нужны...,Priorities,message,message,two_horizontal_options,,,Чтобы не было хаоса,Чтобы их нарушать,,
,EN,Rules are needed...,Priorities,message,message,two_horizontal_options,,,To avoid the chaos,To break them,,
498,RU,Склоки на работе - это...,Priorities,message,message,vertical_options,regular,,Ужасно,"Приемлемо, от них никуда не деться",Моя стихия,Затрудняюсь ответить
,EN,Squints at work is...,Priorities,message,message,vertical_options,regular,,Terrible,"Acceptable, there is no getting away from them",My passion,Difficult to answer
499,RU,О чем думаешь сразу после пробуждения утром?,Priorities,message,message,vertical_options,regular,,"Разумеется, о завтраке",Какая будет погода,О предстоящих делах,
,EN,What do you think after waking up in the morning?,Priorities,message,message,vertical_options,regular,,Of course about breakfast,What will be the weather,About upcoming tasks,
500,Ru ,Откуда ты черпаешь энергию?,Priorities,message,message,vertical_options,regular,,Из сложных ситуаций Они меня активизируют,Из общения,"Когда я иду на шоппинг, я будто оживаю","Из конфликтов, вухаха!"
,EN,Where do you take energy?,Priorities,message,message,vertical_options,regular,,From difficult situations They activate me,From communication,"Shopping, I seem to come to life","From conflicts, Vuhaha!"
501,RU,С чего начинается твое утро?,Priorities,message,message,vertical_options,regular,,Проверяю соцсети,Со стакана воды,"Я сплю до обеда, у меня утра не бывает",С плотного завтрака
,EN,How does your morning begin?,Priorities,message,message,vertical_options,regular,,I check social networks,From a glass of water,"I sleep until lunch, I don't have the morning",With a hearty breakfast 
502,RU,"Если тебе будет угрожать опасность, что ты будешь делать?",Priorities,message,message,vertical_options,regular,,Убегу,Лучшая защита - это нападение,Попрошу помощи близких,Я всегда в безопасности!
,EN,"If you are in danger, what will you do?",Priorities,message,message,vertical_options,regular,,I will run away,Best defense is attack,Ask for help from l relatives,I'm always safe!
503,RU,Что ты съешь на обед?,Interests,message,message,vertical_options,regular,,"Капусту, я на диете",А сладкое на обед можно?,Мясо и овощи,Фастфуд
,EN,What would you eat for lunch?,Interests,message,message,vertical_options,regular,,"Cabbage, I'm on a diet",Can you get sweet for lunch?,Meat and vegetables,Fast food
504,RU,Дети - это...,Priorities,message,message,vertical_options,regular,,Сложности,Смысл жизни,Логичное продолжение любви,Затрудняюсь ответить
,EN,Children are...,Priorities,message,message,vertical_options,regular,,Difficulties,Meaning of life,Logical continuation of love,I find it difficult to answer
505,RU,По дороге на работу или учебу...,Priorities,message,message,vertical_options,regular,,Я сплю в общественном транспорте,Я работаю или учусь из дома,Разглядываю прохожих и их выражения лиц,Проверяю почту и соцсети
,EN,On the way to work or study...,Priorities,message,message,vertical_options,regular,,I sleep on public transport,I work or study from home,I look at passersby and their faces,I check the mail and social networks
506,RU,Вечером ты...,Priorities,message,message,vertical_options,regular,,Лежу без сил на кровати,Иду в спортзал,Ужинаю с друзьями или крашем,"Смотрю ролики, фильмы, сериалы"
,EN,In the evening you...,Priorities,message,message,vertical_options,regular,,Lying without strength on the bed,Going to the gym,Have dinner with friends loved one,"Watch videos, films, TV shows"
507,RU,"Друг тебя предал, что будешь делать?",Relations,message,message,vertical_options,regular,,Вычеркну его из жизни,Подожду извинений,"Устрою истерику и выскажу все, что о нём думаю","Ничего, буду наблюдать"
,EN,"A friend betrayed you, what will you do?",Relations,message,message,vertical_options,regular,,I will cross it out of life,I will wait for the apology,I will arrange a tantrum and express everything ,"Nothing, I will observe"
508,RU,"Что делаешь, если чувствуешь, что заболеваешь?",Priorities,message,message,vertical_options,regular,,Покупаю лекарства,"Оттягиваю посещение врача в надежде, что само как-нибудь пройдет",Вызываю врача и следую его рекомендациям,Я никогда не болею
,EN,What are you doing if you feel that you got sick?,Priorities,message,message,vertical_options,regular,,I buy medicines,I delay a visit to the doctor and hope that it will somehow pass,I call the doctor and follow his recommendations,I'm never sick
509,RU,Ты ведёшь дневник?,Interests,message,message,two_horizontal_options,,,"Да, уже много лет",У меня нет времени на такие вещи,,
,EN,Are you keeping a diary?,Interests,message,message,two_horizontal_options,,,"Yes, for many years",I don't have time for such things,,
510,RU,Как ты справляешься со стрессом?,Priorities,message,message,vertical_options,regular,,Плачу и много ем,Ещё больше загружаю себя делами,Смотрю фильмы,Советуюсь с близкими
,EN,How do you deal with stress?,Priorities,message,message,vertical_options,regular,,I cry and eat a lot,I work more,Watching movies,Consult with loved ones
511,RU,В какой сфере у тебя чаще всего проблемы?,Priorities,message,message,vertical_options,regular,,В здоровье,В финансах и карьере,В личной жизни,В саморазвитии
,EN,In what area do you most often have problems?,Priorities,message,message,vertical_options,regular,,In health,In finance and career,In personal life,In self-development
512,RU,"Как думаешь, что твоих друзей раздражает в тебе?",Priorities,message,message,vertical_options,regular,,Я токсичный,Я легко выхожу из себя,Я довольно мстительный,Я неуклюжий
,EN,What do you think annoys your friends about you?,Priorities,message,message,vertical_options,regular,,I'm toxic,I easily get out of myself,I'm quite vengeful,I'm awkward
513,RU,Как ты принимаешь решения?,Priorities,message,message,vertical_options,regular,,Собираюсь с силами и делаю шаг,Советуюсь со специалистами,"Спрашиваю, как бы поступили близкие",Затрудняюсь ответить
,EN,How do you make decisions?,Priorities,message,message,vertical_options,regular,,I'm going with strength and taking a step,I consult with specialists,I ask what loved ones would do,Difficult to answer
514,RU,"Замечаешь за собой, что пытаешься всем угодить?",Priorities,message,message,two_horizontal_options,,,Постоянно,Свои потребности я ставлю на первое место,,
,EN,Do you notice that you are trying to please everyone?,Priorities,message,message,two_horizontal_options,,,Constantly,I put my needs ion the top,,
515,RU,Тебе сделали комплимент. Твоя реакция?,Introversion/Extraversion,message,message,vertical_options,regular,,Начну отнекиваться,Поблагодарю,"Я знаю, что я лучше всех",Затрудняюсь ответить
,EN,You were made a compliment. What is your reaction?,Introversion/Extraversion,message,message,vertical_options,regular,,I'll start denying,I will thank,I know that I'm the best,Difficult to answer
516,RU,Твое главное положительное качество?,Priorities,message,message,vertical_options,regular,,Эмпатия,Сдержанность,Открытость,Независимость
,EN,What is your main positive quality?,Priorities,message,message,vertical_options,regular,,Empathy,Restraint,Openness,Independence
517,RU,Куда бы ты потратил/а миллион долларов?,Priorities,message,message,vertical_options,regular,,На благотворительность,На развлечения или красоту,На свой бизнес,На недвижимость
,EN,Where would you spend a million dollars?,Priorities,message,message,vertical_options,regular,,For charity,For entertainment or beauty,On your business,For real estate
518,RU,"Стараешься ли при знакомстве с человеком казаться лучше, чем ты есть на самом деле?",Relations,message,message,vertical_options,regular,,"Конечно, а кто не старается?",Иногда,"Нет, я не притворяюсь",
,EN,Do you try to seem better when meeting a person than you really are?,Relations,message,message,vertical_options,regular,,"Of course, who is not trying?",Sometimes,"No, this is who I am",
519,RU,Ты натыкаешься на пост о здоровье. Будешь читать?,Priorities,message,message,vertical_options,regular,,Конечно!,Мельком пробегусь глазами,Нет,Затрудняюсь ответить
,EN,You see a post about health. Will you read?,Priorities,message,message,vertical_options,regular,,Of course!,I will flush my eyes,No ,Difficult to answer
520,RU,Как часто ты извиняешься?,Priorities,message,message,vertical_options,regular,,Всегда!,Только когда действительно чувствую свою вину,"Редко, мне сложно просить прощения",Затрудняюсь ответить
,EN,How often do you apologize?,Priorities,message,message,vertical_options,regular,,Is always!,Only when I really feel my guilt,"No, it's hard for me to ask for forgiveness",I find it difficult to answer
521,RU,Главное в подарке – это...,Priorities,message,message,vertical_options,regular,,Внимание,Стоимость,Практичность,Соответствие интересам получателя
,EN,The main thing in the gift is...,Priorities,message,message,vertical_options,regular,,Attention,Price,Practicality,Compliance with the interests of the person
522,RU,Ты чаще просишь советы или даешь их?,Priorities,message,message,vertical_options,regular,,Прошу советы,Даю советы,"И то, и другое",Затрудняюсь ответить
,EN,Do you ask for advice more often or give them?,Priorities,message,message,vertical_options,regular,,I ask for advice,I give advice,Both,Difficult to answer
523,RU,Как ты себя сейчас чувствуешь?,Priorities,message,message,vertical_options,regular,,Замечательно,Нейтрально,"Не очень, могло быть и лучше",Всё ужасно
,EN,How are you feeling now?,Priorities,message,message,vertical_options,regular,,Wonderful,Neutral,"Not very, it could have been better",Everything is terrible
524,RU,"Как ты считаешь, сможешь обойтись без соцсетей?",Elements,message,message,vertical_options,regular,,Ни за что!,"Будет сложно, но я адаптируюсь и смогу",Конечно я смогу,Затрудняюсь ответить
,EN,Do you think you can do without social networks?,Elements,message,message,vertical_options,regular,,Never!,"It will be difficult, but I adapt ",Of course I can,Difficult to answer
525,RU,В чем ты находишь отдушину?,Priorities,message,message,vertical_options,regular,,В ежедневных ритуалах,В занятиях спортом,В общении с людьми,В готовке еды
,EN,What are you finding an outlet?,Priorities,message,message,vertical_options,regular,,In daily rituals,In sports,In communication with people,In cooking food
526,Ru ,Твой знакомый жалуется на жизнь. Твои действия?,Relations,message,message,vertical_options,regular,,Ограничу наше общение; я не люблю жалобы,Буду выступать в качестве психолога,Поделюсь своими проблемами в ответ,Проигнорирую
,EN,Your friend complains of life. Your actions?,Relations,message,message,vertical_options,regular,,Limit our communication; I don't like complaints,I will act as a psychologist,I will share my problems in response,I ignore
527,RU,В любой непонятной ситуации ты…,Priorities,message,message,vertical_options,regular,,"Паникую, ведь всё идет не по плану","Успокаиваю себя тем, любая ситуация во благо",Абстрагируюсь и наблюдаю,Пытаюсь изменить ситуацию
,EN,In any incomprehensible situation you...,Priorities,message,message,vertical_options,regular,,"Panic, because everything goes not according to plan","I reassure myself, any situation for the good",I abstract and observe,Trying to change the situation
528,RU,Как ты относишься к медитациям?,Rational/Irrational,message,message,vertical_options,regular,,Обожаю медитировать,"Нейтрально, иногда практикую",Мне это не нравится,Не пробовал/а
,EN,How do you feel about meditations?,Rational/Irrational,message,message,vertical_options,regular,,I love to meditate,"Neutral, sometimes practice",I don’t like it,Have not tried
529,RU,"Как ты считаешь, противоположности характеров притягиваются?",Relations,message,message,vertical_options,regular,,Разные люди хорошо дополняют друг друга,Всегда по-разному,"Нет, лучше выбирать тех, кто похож на тебя",Затрудняюсь ответить
,EN,Do you think opposites of characters attract?,Relations,message,message,vertical_options,regular,,Different people complement each other well,Always different,"No, it is better to choose those who look like you",Difficult to answer
530,RU,Какой вид спорта выберешь?,Elements,message,message,vertical_options,regular,,Бокс,Тяга штанги,Йога,Атлетика
,EN,What sport will you choose?,Elements,message,message,vertical_options,regular,,Boxing,Rod pull,Yoga,Athletics
531,RU,Ты любишь побеждать в споре?,Elements,message,message,vertical_options,regular,,Да,Ненавижу спорить,Зависит от темы спора,Затрудняюсь ответить
,EN,Do you like to win in a dispute?,Elements,message,message,vertical_options,regular,,Yes,I hate arguing,Depends on the topic of dispute,Difficult to answer
532,RU,"По твоему мнению, ты оптимист или пессимист?",Priorities,message,message,vertical_options,regular,,Оптимист,Пессимист,Реалист,Затрудняюсь ответить
,EN,Are you an optimist or a pessimist in your opinion?,Priorities,message,message,vertical_options,regular,,Optimist,Pessimist,Realist,Difficult to answer
533,RU,Ты умеешь исполнять свои желания силой мысли?,Rational/Irrational,message,message,two_horizontal_options,,Detailed,"Да, я верю в материализацию желаний","Нет, я ставлю цели и упорно иду к ним",,
,EN,Do you know how to fulfill your desires by the power of thought?,Rational/Irrational,message,message,two_horizontal_options,,Detailed,I believe in the materialization of desires,"No, I set goals and persue them",,
534,RU,У тебя появлялось желание бросить все и уехать в другую страну?,Interests,message,message,two_horizontal_options,,Yes/No,Да,Нет,,
,EN,Do you have a desire to leave everything and go to another country?,Interests,message,message,two_horizontal_options,,Yes/No,Yes,No,,
535,RU,Ты комфортно чувствуешь себя в одиночестве?,Introversion/Extraversion,message,message,vertical_options,regular,,Да,Нет,Не всегда,
,EN,Do you feel comfortable alone?,Introversion/Extraversion,message,message,vertical_options,regular,,Yes,No,Not always,
536,RU,Любишь цепляться к мелочам?,Elements,message,message,vertical_options,regular,,"Да, я внимательно отношусь к деталям",Зависит от ситуации,Нет,
,EN,Do you like to cling to the little things?,Elements,message,message,vertical_options,regular,,"Yes, I'm attentive to the details",Depends on the situation,No,
537,RU,Сколько часов ты спишь?,Priorities,message,message,vertical_options,regular,,4-5 часов,6-7 часов,8-9 часов,У меня нестабильный режим сна
,EN,How many hours are you sleeping?,Priorities,message,message,vertical_options,regular,,4-5 hours,6-7 hours,8-9 hours,I have an unstable sleep pattern
538,RU,Что тебя чаще расстраивает или выводит из себя?,Priorities,message,message,vertical_options,regular,,Люди,Я сам,Работа,Отношения
,EN,What upsets or pisses you off the most?,Priorities,message,message,vertical_options,regular,,People,I myself,Work,Relations
539,RU,Если тебе очень нужна определённая работа...,Priorities,message,message,vertical_options,regular,,"В ход пойдут все приёмы, главное получить работу",Как получится,"Если не получу её, нестрашно! Найду другую",
,EN,If you really need a certain job...,Priorities,message,message,vertical_options,regular,,"All methods will be used, the main thing is to get a job",We'll see how it goes,"If I don’t get it, unsuitable! I will find another",
540,RU,К твоему мнению прислушиваются окружающие?,Priorities,message,message,vertical_options,regular,,"Да, очень часто",Иногда,Никто не интересуется моим мнением,Затрудняюсь ответить
,EN,Do others listen to your opinion?,Priorities,message,message,vertical_options,regular,,Very often,Sometimes,Nobody cares about my opinion,Difficult to answer
541,RU,Легко записываешь голосовые сообщения незнакомым людям?,Introversion/Extraversion,message,message,two_horizontal_options,,Yes/No,"Да, а что в этом такого?","Нет, это бестактно",,
,EN,Do you easily record voice messages to strangers?,Introversion/Extraversion,message,message,two_horizontal_options,,Yes/No,"Yes, what about this?","No, it's tactlessly",,
542,RU,В групповом видеособрании ты...,Introversion/Extraversion,message,message,two_horizontal_options,,Detailed,Сижу со включённой вебкамерой,Предпочитаю не включать вебкамеру,,
,EN,In a group video meeting you...,Introversion/Extraversion,message,message,two_horizontal_options,,Detailed,Sit with a webcam turned on,I prefer not to turn on the webcam,,
543,RU,Как ты относишься к самоизоляции во время пандемии?,Introversion/Extraversion,message,message,two_horizontal_options,,Yes/No,"Ура, можно не выходить из дома!",Дома очень скучно!,,
,EN,How do you feel about self-isolation during pandemic?,Introversion/Extraversion,message,message,two_horizontal_options,,Yes/No,"Hurray, I can not leave the house!",At home is very boring!,,
544,RU,Ты часто выкладываешь свои фото и видео в соцсети?,Introversion/Extraversion,message,message,vertical_options,regular,,"Да, обожаю показывать себя",Редко,Не выкладываю,
,EN,Do you often post your photos and videos on social networks?,Introversion/Extraversion,message,message,vertical_options,regular,,"Yes, I love to show myself",Rarely,I don’t post,
545,RU,"Ты легко просишь других о том, что тебе нужно?",Priorities,message,message,vertical_options,regular,,Да,"Нет, с трудом, мне неловко",Не прошу,Затрудняюсь ответить
,EN,Do you easily ask others about what you need?,Priorities,message,message,vertical_options,regular,,Yes,"No, with difficulty, I'm embarrassed",I don’t ask,Difficult to answer
546,RU,Тебе нравится твоя работа?,Priorities,message,message,vertical_options,regular,,"Да, обожаю её",Так себе,"Нет, но мне нужны деньги",Я не работаю
,EN,Do you like your job?,Priorities,message,message,vertical_options,regular,,"Yes, I love it ",So-so,"No, but I need money",I don’t work
547,RU,Ты быстро отвечаешь на сообщения?,Priorities,message,message,vertical_options,regular,,"Да, стараюсь оперативно давать обратную связь",Люблю оставить на потом и забыть про них,Смотря какие это сообщения,
,EN,Do you respond quickly to messages?,Priorities,message,message,vertical_options,regular,,"Yes, I try to quickly give feedback",I like to leave for later and forget about them,It depends on messages,
548,RU,Лучше горькая правда или сладкая ложь?,Priorities,message,message,vertical_options,regular,,Горькая правда,Сладкая ложь,Зависит от ситуации,
,EN,Is it better bitter truth or sweet lie?,Priorities,message,message,vertical_options,regular,,Bitter truth,Sweet lie,Depends on the situation,
549,RU,Как относишься к навязчивым людям?,Relations,message,message,vertical_options,regular,,"Тактично стараюсь объяснить, что не стоит навязываться",У всех бывают недостатки,"Терпеть не могу их, держу дистанцию",Я и есть тот навязчивый человек
,EN,How do you feel about obsessive people?,Relations,message,message,vertical_options,regular,,Tactically try to explain that you should not be imposed on,Everyone has flaws,"I can not stand them, I keep the distance",I'm that obsessive person
550,RU,Считаешь себя жадным человеком?,Elements,message,message,two_horizontal_options,,Detailed,"Да, но не жадным, а бережливым","Нет, я щедрый человек",,
,EN,Do you consider yourself a greedy person?,Elements,message,message,two_horizontal_options,,Detailed,"Yes, but not greedy, but lean","No, I'm a generous person",,
551,RU,Ты считаешь себя хорошим человеком?,Priorities,message,message,vertical_options,regular,,Да,"Нет, не совсем","Нет понятий ""хорошо"" и ""плохо""",Затрудняюсь ответить
